date,GHS,KES,NGN,RWF,UGX,ZAR,ZMW,USD
2017-05-01,4.254213001417077,101.4913041487984,315.89130434782606,820.952612835428,3581.7478239639945,13.268368762472402,9.215082624684209,1.0
2017-06-01,4.35365004972978,101.71454620361328,317.5681818181818,824.5899991122159,3546.622713955966,12.888995907523416,9.194968136874111,1.0
2017-07-01,4.363629984855652,102.08047739664714,343.98999938964846,747.6633329845611,3555.623849051339,13.11006302833557,8.886705017089843,1.0
2017-08-01,4.396804353465205,101.84956558890964,344.4913040244061,820.4460847274116,3564.265232252038,13.228404874386994,8.955273918483568,1.0
2017-09-01,4.406319027855282,101.54523758661179,352.6666666666667,822.4123825799851,3567.0142647879466,13.134269078572592,9.34580475943429,1.0
2017-10-01,4.375831799073652,101.72318198464133,354.27272727272725,829.5790960138494,3602.2908824573865,13.673237280412154,9.715795473618941,1.0
2017-11-01,4.4837713695707775,101.86545493386008,354.9047619047619,836.8000016645951,3598.436345880682,14.055973325456891,9.992947760082426,1.0
2017-12-01,4.4900381451561335,101.51666695731026,356.95238095238096,843.7847667875744,3584.338088262649,13.13680617014567,9.96625704992385,1.0
2018-01-01,4.521334710328476,101.22347856604534,357.3478260869565,839.1882616126019,3602.430462381114,12.19965130349864,9.808952290078867,1.0
2018-02-01,4.467259955406189,99.76870040893554,357.55,837.4640014648437,3602.7300048828124,11.816460514068604,9.763840007781983,1.0
2018-03-01,4.4244045127521865,99.53450012207031,356.59090909090907,841.1672723943537,3626.5181773792615,11.82868818803267,9.584404511885209,1.0
2018-04-01,4.4316904204232355,99.12061854771206,357.9047619047619,844.9809541248139,3658.161911737351,12.063319024585542,9.477519035339355,1.0
2018-05-01,4.558299976846446,99.00339043658713,359.04347826086956,848.429127568784,3686.22606360394,12.521406546882961,10.069700075232465,1.0
2018-06-01,4.72293808346703,99.3260959443592,357.95238095238096,846.5709519159226,3799.9761904761904,13.27010627019973,10.03779529389881,1.0
2018-07-01,4.784813620827415,99.50881853970614,343.9872715581547,848.1972683993253,3724.7727272727275,13.39887051148848,9.870559128847988,1.0
2018-08-01,4.802517372628917,99.50873831044073,360.3391299040421,852.0,3690.2565174932065,14.044768706611965,10.062665358833645,1.0
2018-09-01,4.847335004806519,99.75605010986328,361.1899978637695,857.7119995117188,3762.3049926757812,14.788086032867431,10.854300022125244,1.0
2018-10-01,4.846999956213909,99.91021761686906,362.62956569505775,853.2621751868206,3740.6434697690215,14.493010479470957,11.869869646818742,1.0
2018-11-01,4.858586354689165,101.26386295665394,362.8281818736683,864.6081820401279,3699.377286044034,14.102142290635543,11.818454525687478,1.0
2018-12-01,4.920714242117746,101.14523824055989,363.3819042387463,853.4457135881696,3675.0809500558034,14.246214321681432,11.90376190912156,1.0
2019-01-01,4.90689990831458,100.49434794550356,362.9421731700068,863.5591324515965,3664.4043605638585,13.864856429721998,11.91856512816056,1.0
2019-02-01,5.222990012168884,99.04760055541992,360.6855010986328,865.4260009765625,3633.2800048828126,13.774448537826538,11.89229998588562,1.0
2019-03-01,5.415228548504057,99.22761935279483,359.3576180594308,841.25,3665.9571242559523,14.355023792811803,12.00885718209403,1.0
2019-04-01,5.188277266242287,99.89359110051936,358.85772705078125,894.279091574929,3696.881824840199,14.1417818069458,12.262727303938432,1.0
2019-05-01,5.194545420733365,100.07081812078303,358.2100011652166,897.1331842595881,3725.0045276988635,14.4133600321683,13.128363565965133,1.0
2019-06-01,5.38298499584198,100.38635025024413,344.2475021362305,900.4010009765625,3694.525,14.586679553985595,13.03780002593994,1.0
2019-07-01,5.376904383949611,101.77478193200153,357.6752173382303,906.629126507303,3657.04784094769,14.03155397332233,12.723478358724844,1.0
2019-08-01,5.412422700361772,102.17636385830966,360.9422718394886,905.614091352983,3649.7227006392045,15.14050089229237,13.003227407282049,1.0
2019-09-01,5.472080934615362,102.46476236979167,358.0,912.6776210239956,3632.814278738839,14.851918947129022,13.127857208251953,1.0
2019-10-01,5.427589271379554,102.47348984428073,358.69565217391306,913.2382414444634,3654.7407863451085,14.910526980524478,13.138338171917459,1.0
2019-11-01,5.516806920369466,101.01498086111886,359.1904761904762,920.7783726283482,3656.339064825149,14.79870573679606,13.882256553286599,1.0
2019-12-01,5.674997112967751,100.07190080122514,359.54545454545456,915.1520552201705,3635.2820157137785,14.409676811911844,14.319934801621871,1.0
2020-01-01,5.627444661181906,99.77191891877547,359.6521739130435,924.3035517153533,3640.597401494565,14.35927088364311,14.325287072554879,1.0
2020-02-01,5.354438400268554,99.53768844604492,361.15,921.3982727050782,3633.8234130859373,14.997323083877564,14.63728837966919,1.0
2020-03-01,31.311274376782503,102.46315938776189,363.95454545454544,928.4250516024503,3725.326182972301,16.60867305235429,16.253587679429486,1.0
2020-04-01,5.730075229297984,105.1757365140048,375.4368175159801,923.1892367276279,3741.263438831676,18.524806369434703,18.527178330854937,1.0
2020-05-01,5.708956763857887,105.39971088227772,388.9793701171875,923.3335048130581,3749.8384137834823,18.182627360026043,18.203829629080637,1.0
2020-06-01,5.735454494302923,105.24831078269266,384.9318181818182,936.9090909090909,3699.6506791548295,17.108713670210406,18.078624291853473,1.0
2020-07-01,5.735100912011188,106.19684899371603,386.3460865850034,942.5710475755775,3664.5303902004075,16.756181136421535,18.082447383714758,1.0
2020-08-01,5.742848691486177,107.04222869873047,382.44666544596356,949.9707903180804,3639.1436360677085,17.238825752621604,18.658298038301012,1.0
2020-09-01,5.7494424473155625,107.35861344770952,381.2740908536044,944.1463955965909,3656.415704900568,16.718121181834828,19.78305149078369,1.0
2020-10-01,5.7819084904410625,107.55299446799539,380.0313637473366,958.6099437366832,3680.3711492365055,16.449004086581144,20.136947891928934,1.0
2020-11-01,5.791543211255755,108.06750088646298,378.7809535435268,972.3068237304688,3672.904250372024,15.539817492167154,20.790183203560964,1.0
2020-12-01,5.834710929704749,109.39245638640031,376.6391309655231,975.0373880137568,3630.634999150815,14.889127441074537,21.050977458124574,1.0
2021-01-01,5.82434742791312,108.96908859979538,378.018560500372,970.2318929036459,3654.3913225446427,15.074235779898506,21.25071362086705,1.0
2021-02-01,5.770699977874756,108.8162742614746,376.5789993286133,975.4957397460937,3630.7530029296877,14.750654077529907,21.551368045806885,1.0
2021-03-01,5.717347746310026,108.94037794030231,379.4876509956692,969.6489947775136,3624.3372855808425,14.972256577533225,21.936162865680195,1.0
2021-04-01,5.749529773538763,107.15636409412731,382.7427243319425,971.9743541370739,3588.846446644176,14.409352692690762,22.133073113181375,1.0
2021-05-01,5.747785409291585,106.61285763695126,398.769048781622,974.9652390252976,3515.108933221726,14.06960764385405,22.37955765497117,1.0
2021-06-01,5.776442484422163,106.96636442704634,411.15045443448156,971.906269420277,3502.6048583984375,13.895630489696156,22.532944852655586,1.0
2021-07-01,5.903037179600108,107.27318122170188,410.6381822065874,982.4688998135654,3513.571710759943,14.480425401167436,21.873471866954457,1.0
2021-08-01,5.988051978024569,108.38590864701705,411.0499988902699,993.0448275479404,3499.7267622514205,14.76002550125122,18.247806895862926,1.0
2021-09-01,5.97525015744296,109.18454569036311,410.86772710626775,988.6634355024858,3491.498524058949,14.539491913535379,16.28961771184748,1.0
2021-10-01,6.005170867556617,109.98047674269904,410.2257109142485,988.2731904529389,3541.0084635416665,14.832861446198963,16.979754220871698,1.0
2021-11-01,6.020423347299749,110.94090999256481,410.04636313698506,991.3252591219815,3513.5529452237215,15.485153675079346,17.47825561870228,1.0
2021-12-01,6.0438999300417695,112.16022358769956,410.0395693571671,996.2028171705163,3516.666546365489,15.845161728236986,16.76269999794338,1.0
2022-01-01,6.090270065125965,112.58736782982236,413.6357174827939,1001.6710902622768,3488.9584030877977,15.485313279288155,17.140436535789853,1.0
2022-02-01,6.344374084472657,112.93522109985352,415.5425003051758,1005.8609069824219,3473.8428344726562,15.207720947265624,18.055584526062013,1.0
2022-03-01,7.110955777375595,113.46931291663128,415.50347900390625,1006.6211282481318,3549.8175420346465,14.962652662526006,17.862947961558465,1.0
2022-04-01,7.325812657674153,114.68285733177548,414.749520438058,1008.1142549060639,3503.450439453125,14.96647716703869,17.378167651948473,1.0
2022-05-01,7.410388274626299,115.38636294278231,414.623178655451,1010.170107754794,3578.60390403054,15.880011298439719,17.013100624084473,1.0
2022-06-01,7.794766621156172,116.33863587812944,415.0409102006392,1011.0703624378551,3707.904796253551,15.774872606450861,16.967211203141645,1.0
2022-07-01,8.078987916310629,117.32238079252697,414.81713721865697,1013.4589814685639,3743.739699590774,16.805876958937873,16.42361323038737,1.0
2022-08-01,9.117124889207924,118.62999957540761,418.8643480383831,1019.4253062372622,3792.215470023777,16.667338412740957,16.069892551587976,1.0
2022-09-01,9.947090669111772,119.79090916026722,427.96590770374644,1024.3425431685014,3775.2629061612215,17.526283610950816,15.530949505892666,1.0
2022-10-01,11.520722116742816,120.2961901710147,433.82333228701634,1035.852573939732,3776.739966982887,18.062031791323708,15.861677487691244,1.0
2022-11-01,13.906917225230824,120.8344990123402,440.84636480158025,1041.1790882457387,3713.286931818182,17.49389041553844,16.46075543490323,1.0
2022-12-01,11.009653264825994,122.06790299849077,445.02954517711294,1056.4870050603693,3645.5512140447445,17.246472532098945,17.534209164706144,1.0
2023-01-01,11.079054138877176,122.93010572953658,452.96181418678975,1063.0296519886363,3652.9223188920455,17.026025772094727,18.419085242531516,1.0
2023-02-01,12.326654052734375,124.49161682128906,459.6095001220703,1074.090594482422,3642.295361328125,17.838816356658935,19.302770328521728,1.0
2023-03-01,12.192705195883047,128.66943425717562,458.6782624617867,1081.8682542883832,3697.3976838485055,18.247003140656844,20.48197837497877,1.0
2023-04-01,11.258482599258423,133.50892028808593,460.804997253418,1096.4023803710938,3704.4854736328125,18.14311017990112,18.669904899597167,1.0
2023-05-01,11.23901657436205,136.43043451723844,460.0230434251868,1107.9436778192935,3686.061374830163,18.97535572881284,18.471716092980426,1.0
2023-06-01,11.004590728066184,138.71694391424006,602.1177298805931,1132.0275712446733,3667.559315074574,18.736483400518242,18.725394682450727,1.0
2023-07-01,11.154430162338983,140.6885717482794,779.308099655878,1156.5612095424108,3617.3270903087796,18.18987882704962,18.44308062962123,1.0
2023-08-01,11.199248148047406,143.0582613737687,765.3278277853261,1170.0144308338995,3645.0274180536685,18.720864752064582,19.344775324282438,1.0
2023-09-01,11.46457849230085,145.8604765392485,771.4721883138021,1188.0477469308037,3696.050072079613,18.9651422954741,20.647652398972284,1.0
2023-10-01,11.727365146983754,148.10625596479937,778.775859485973,1208.8831121271307,3709.731844815341,19.02901805530895,21.43217945098877,1.0
2023-11-01,11.899157697504217,150.89696710759944,808.3857283158736,1221.4169367009943,3736.761629971591,18.51478082483465,22.843392025340687,1.0
2023-12-01,11.985146931239537,153.36859348842077,824.6883777436756,1240.4178583054315,3740.6318243117557,18.613678069341752,24.670227595738,1.0
2024-01-01,12.005263494408648,158.6006569240404,906.6860855765965,1256.0163361922555,3763.878768257473,18.740895561549973,26.207078602003016,1.0
2024-02-01,12.422017733256022,152.47418430873327,1471.2452334449404,1260.7348051525298,3828.7086007254466,18.96513475690569,25.276187442597887,1.0
2024-03-01,12.876585460844494,136.67208135695685,1527.7219063895088,1271.0225539434523,3853.4460100446427,18.847563879830496,24.817729314168293,1.0
2024-04-01,13.386858246543191,130.571364662864,1241.1581809303977,1275.849032315341,3782.850330699574,18.870506373318758,25.257961359891024,1.0
2024-05-01,14.165929794311523,130.80086981731912,1434.459568189538,1280.9191735309103,3748.2328464673915,18.39719249891198,26.469961581022844,1.0
2024-06-01,14.999383115768433,128.45999908447266,1502.4614990234375,1292.4828369140625,3713.5537841796877,18.409926223754884,25.94491844177246,1.0
2024-07-01,15.393458034681236,128.22067559283713,1577.5121645720108,1298.9651940387228,3664.2559230638585,18.22382512299911,25.3061291238536,1.0
2024-08-01,15.56030542200262,128.20727261629972,1596.538163618608,1305.6683904474432,3679.199962269176,18.045823097229004,25.980258681557395,1.0
2024-09-01,15.665014630272275,127.92431458972749,1629.1871396019346,1328.4369245256696,3672.1423921130954,17.60869870867048,26.30817495073591,1.0
2024-10-01,15.970328372457754,128.03739199431047,1641.418701171875,1337.4927447775135,3629.042862601902,17.55606460571289,26.449689284614895,1.0
2024-11-01,16.021335374741327,128.26197124662855,1673.827625093006,1355.0447998046875,3635.9130045572915,17.735225995381672,27.237777165004186,1.0
2024-12-01,14.766929669813676,128.3440142544833,1574.6872836026278,1369.5111472389915,3620.1590576171875,18.200034748424184,27.428343079306863,1.0
2025-01-01,14.906935908577658,128.62017856944692,1549.4831764914773,1375.5011097301137,3645.334406072443,18.446118744936857,27.787750937721945,1.0
2025-02-01,15.438407278060913,128.35789909362794,1501.2485046386719,1389.0648376464844,3638.3344604492186,18.48527545928955,28.07926826477051,1.0
2025-03-01,15.453887621561686,128.44091142926897,1527.4185732886904,1401.723179408482,3623.974167596726,18.27413014003209,28.61460204351516,1.0
2025-04-01,15.40060315132141,128.6562614440918,1580.851495361328,1406.7898010253907,3630.3614135742187,18.90795154571533,28.076953601837157,1.0
2025-05-01,12.3354811668396,128.40363589200106,1598.6431718306108,1412.8290183327415,3615.101140802557,18.12272357940674,26.96255519173362,1.0
2025-06-01,10.242890130905877,128.42730022612074,1554.2171398344494,1414.1937779017858,3568.854538690476,17.83015995933896,24.5556397210984,1.0
2025-07-01,10.364669633948285,128.47000022556472,1530.5700046705163,1429.9726774796195,3547.951554008152,17.73530570320461,23.436488441798996,1.0
2025-08-01,10.713170414879208,128.25380924769811,1530.8838065011162,1435.2111990792412,3522.3297409784227,17.710791905721027,23.080309640793573,1.0
2025-09-01,12.129631432619961,128.47772736982867,1505.212724165483,1438.1561445756392,3472.1339777166195,17.4430814222856,23.670284791426226,1.0
2025-10-01,11.584884850875191,128.26898558243462,1465.5974014945652,1441.9051619819973,3427.0024732506795,17.270169050797172,22.789420998614766,1.0
2025-11-01,10.903568506240845,128.31277465820312,1440.062515258789,1440.9032440185547,3471.769775390625,17.296453714370728,22.3866229057312,1.0
