year_month,year,month,n_tenders,n_lots,total_value,n_lots_one_bid,total_value_one_bid,share_one_bid_num,share_one_bid_value,avg_bids,median_bids,avg_lot_value,median_lot_value,zero_lots_month,outlier_total_value,outlier_share_value
2022-12,2022,12,251,302,17311327.86,162,1525732.81,0.5364238410596026,0.08813493813639782,2.7880794701986753,1.0,57322.2776821192,5976.225,0,0,0
2023-01,2023,1,84,122,19024666.56,41,6252514.6,0.3360655737704918,0.32865304525999534,2.6311475409836067,2.0,155939.88983606556,17718.525,0,0,0
2023-02,2023,2,145,217,7821594.56,106,1571493.74,0.48847926267281105,0.20091731013989045,3.5944700460829493,2.0,36044.21456221198,4681.0,0,0,0
2023-03,2023,3,199,234,9516582.1,113,1902020.18,0.4829059829059829,0.19986379143411162,2.482905982905983,2.0,40669.154273504275,5882.5,0,0,0
2023-04,2023,4,137,180,5408288.25,106,3285057.86,0.5888888888888889,0.6074117554662513,2.511111111111111,1.0,30046.045833333334,8664.415,0,0,1
2023-05,2023,5,176,234,9058182.83,103,1061547.92,0.44017094017094016,0.11719214989613981,3.5598290598290596,2.0,38710.183034188034,6972.0,0,0,0
2023-06,2023,6,199,251,12143909.53,121,4550071.39,0.4820717131474104,0.3746792891333406,2.537848605577689,2.0,48382.109681274895,9077.58,0,0,0
2023-07,2023,7,167,199,9812234.77,93,3297082.94,0.46733668341708545,0.3360175349738396,2.608040201005025,2.0,49307.7124120603,12925.0,0,0,0
2023-08,2023,8,121,161,4099938.0,68,718972.79,0.422360248447205,0.1753618688867978,2.527950310559006,2.0,25465.45341614907,8516.85,0,0,0
2023-09,2023,9,169,236,8651369.78,99,1496057.26,0.4194915254237288,0.17292721245814094,3.233050847457627,2.0,36658.34652542372,6294.0599999999995,0,0,0
2023-10,2023,10,299,353,17581173.4,166,8770795.34,0.4702549575070821,0.4988742867412934,2.3881019830028327,2.0,49805.02379603399,7863.8,0,0,0
2023-11,2023,11,193,257,8692618.21,105,2136150.8200000003,0.4085603112840467,0.24574308550012805,2.603112840466926,2.0,33823.41715953308,9439.0,0,0,0
2023-12,2023,12,246,284,10472187.97,144,2682776.04,0.5070422535211268,0.2561810433202146,2.426056338028169,1.0,36873.90130281691,6381.8,0,0,0
2024-01,2024,1,74,102,1673327.93,53,377379.21,0.5196078431372549,0.22552615254560415,2.5686274509803924,1.0,16405.175784313724,6744.075,0,0,0
2024-02,2024,2,106,131,2331728.67,81,872973.68,0.6183206106870229,0.37438904930563816,1.9083969465648856,1.0,17799.455496183207,4029.0,0,0,0
2024-03,2024,3,95,114,2374369.46,51,717845.89,0.4473684210526316,0.30233116711331015,3.289473684210526,2.0,20827.802280701755,7781.9,0,0,0
2024-04,2024,4,13,17,999054.0,5,354396.0,0.29411764705882354,0.3547315760709631,2.0,2.0,58767.882352941175,52772.0,0,0,0
