date,currency,rate_units_per_usd
2014-12-01,USD,1.0
2015-01-01,USD,1.0
2015-02-01,USD,1.0
2015-03-01,USD,1.0
2015-04-01,USD,1.0
2015-05-01,USD,1.0
2015-06-01,USD,1.0
2015-07-01,USD,1.0
2015-08-01,USD,1.0
2015-09-01,USD,1.0
2015-10-01,USD,1.0
2015-11-01,USD,1.0
2015-12-01,USD,1.0
2016-01-01,USD,1.0
2016-02-01,USD,1.0
2016-03-01,USD,1.0
2016-04-01,USD,1.0
2016-05-01,USD,1.0
2016-06-01,USD,1.0
2016-07-01,USD,1.0
2016-08-01,USD,1.0
2016-09-01,USD,1.0
2016-10-01,USD,1.0
2016-11-01,USD,1.0
2016-12-01,USD,1.0
2017-01-01,USD,1.0
2017-02-01,USD,1.0
2017-03-01,USD,1.0
2017-04-01,USD,1.0
2017-05-01,USD,1.0
2017-06-01,USD,1.0
2017-07-01,USD,1.0
2017-08-01,USD,1.0
2017-09-01,USD,1.0
2017-10-01,USD,1.0
2017-11-01,USD,1.0
2017-12-01,USD,1.0
2018-01-01,USD,1.0
2018-02-01,USD,1.0
2018-03-01,USD,1.0
2018-04-01,USD,1.0
2018-05-01,USD,1.0
2018-06-01,USD,1.0
2018-07-01,USD,1.0
2018-08-01,USD,1.0
2018-09-01,USD,1.0
2018-10-01,USD,1.0
2018-11-01,USD,1.0
2018-12-01,USD,1.0
2019-01-01,USD,1.0
2019-02-01,USD,1.0
2019-03-01,USD,1.0
2019-04-01,USD,1.0
2019-05-01,USD,1.0
2019-06-01,USD,1.0
2019-07-01,USD,1.0
2019-08-01,USD,1.0
2019-09-01,USD,1.0
2019-10-01,USD,1.0
2019-11-01,USD,1.0
2019-12-01,USD,1.0
2020-01-01,USD,1.0
2020-02-01,USD,1.0
2020-03-01,USD,1.0
2020-04-01,USD,1.0
2020-05-01,USD,1.0
2020-06-01,USD,1.0
2020-07-01,USD,1.0
2020-08-01,USD,1.0
2020-09-01,USD,1.0
2020-10-01,USD,1.0
2020-11-01,USD,1.0
2020-12-01,USD,1.0
2021-01-01,USD,1.0
2021-02-01,USD,1.0
2021-03-01,USD,1.0
2021-04-01,USD,1.0
2021-05-01,USD,1.0
2021-06-01,USD,1.0
2021-07-01,USD,1.0
2021-08-01,USD,1.0
2021-09-01,USD,1.0
2021-10-01,USD,1.0
2021-11-01,USD,1.0
2021-12-01,USD,1.0
2022-01-01,USD,1.0
2022-02-01,USD,1.0
2022-03-01,USD,1.0
2022-04-01,USD,1.0
2022-05-01,USD,1.0
2022-06-01,USD,1.0
2022-07-01,USD,1.0
2022-08-01,USD,1.0
2022-09-01,USD,1.0
2022-10-01,USD,1.0
2022-11-01,USD,1.0
2022-12-01,USD,1.0
2023-01-01,USD,1.0
2023-02-01,USD,1.0
2023-03-01,USD,1.0
2023-04-01,USD,1.0
2023-05-01,USD,1.0
2023-06-01,USD,1.0
2023-07-01,USD,1.0
2023-08-01,USD,1.0
2023-09-01,USD,1.0
2023-10-01,USD,1.0
2023-11-01,USD,1.0
2023-12-01,USD,1.0
2024-01-01,USD,1.0
2024-02-01,USD,1.0
2024-03-01,USD,1.0
2024-04-01,USD,1.0
2024-05-01,USD,1.0
2024-06-01,USD,1.0
2024-07-01,USD,1.0
2024-08-01,USD,1.0
2024-09-01,USD,1.0
2024-10-01,USD,1.0
2024-11-01,USD,1.0
2024-12-01,USD,1.0
2025-01-01,USD,1.0
2025-02-01,USD,1.0
2025-03-01,USD,1.0
2025-04-01,USD,1.0
2025-05-01,USD,1.0
2025-06-01,USD,1.0
2025-07-01,USD,1.0
2025-08-01,USD,1.0
2025-09-01,USD,1.0
2025-10-01,USD,1.0
2025-11-01,USD,1.0
2014-01-01,ZAR,10.83542589707808
2014-02-01,ZAR,10.9645103931427
2014-03-01,ZAR,10.75552427201044
2014-04-01,ZAR,10.537970499558883
2014-05-01,ZAR,10.39978907325051
2014-06-01,ZAR,10.676310403006417
2014-07-01,ZAR,10.656019915705143
2014-08-01,ZAR,10.658911432538714
2014-09-01,ZAR,10.952491846951572
2014-10-01,ZAR,11.070189890654191
2014-11-01,ZAR,11.0868586063385
2014-12-01,ZAR,11.474686166514521
2015-01-01,ZAR,11.549637707796963
2015-02-01,ZAR,11.571806144714355
2015-03-01,ZAR,12.05122540213845
2015-04-01,ZAR,11.990390127355402
2015-05-01,ZAR,11.954449835277739
2015-06-01,ZAR,12.290386416695334
2015-07-01,ZAR,12.4321056863536
2015-08-01,ZAR,12.901765777951194
2015-09-01,ZAR,13.62617085196755
2015-10-01,ZAR,13.498597275127064
2015-11-01,ZAR,14.108499481564476
2015-12-01,ZAR,14.951790809631348
2016-01-01,ZAR,16.326696032569522
2016-02-01,ZAR,15.764750117347354
2016-03-01,ZAR,15.394858235898225
2016-04-01,ZAR,14.605648585728236
2016-05-01,ZAR,15.276965878226541
2016-06-01,ZAR,15.078269178217107
2016-07-01,ZAR,14.42964285895938
2016-08-01,ZAR,13.744143361630647
2016-09-01,ZAR,14.06691685589877
2016-10-01,ZAR,13.916614850362143
2016-11-01,ZAR,13.896324547854336
2016-12-01,ZAR,13.856798605485396
2017-01-01,ZAR,13.570056698539041
2017-02-01,ZAR,13.1892644405365
2017-03-01,ZAR,12.927194719729217
2017-04-01,ZAR,13.428903913497924
2017-05-01,ZAR,13.268368762472402
2017-06-01,ZAR,12.888995907523416
2017-07-01,ZAR,13.11006302833557
2017-08-01,ZAR,13.228404874386994
2017-09-01,ZAR,13.134269078572592
2017-10-01,ZAR,13.673237280412154
2017-11-01,ZAR,14.055973325456891
2017-12-01,ZAR,13.13680617014567
2018-01-01,ZAR,12.19965130349864
2018-02-01,ZAR,11.816460514068604
2018-03-01,ZAR,11.82868818803267
2018-04-01,ZAR,12.063319024585542
2018-05-01,ZAR,12.521406546882961
2018-06-01,ZAR,13.27010627019973
2018-07-01,ZAR,13.39887051148848
2018-08-01,ZAR,14.044768706611965
2018-09-01,ZAR,14.788086032867431
2018-10-01,ZAR,14.493010479470957
2018-11-01,ZAR,14.102142290635543
2018-12-01,ZAR,14.246214321681432
2019-01-01,ZAR,13.864856429721998
2019-02-01,ZAR,13.774448537826538
2019-03-01,ZAR,14.355023792811803
2019-04-01,ZAR,14.1417818069458
2019-05-01,ZAR,14.4133600321683
2019-06-01,ZAR,14.586679553985595
2019-07-01,ZAR,14.03155397332233
2019-08-01,ZAR,15.14050089229237
2019-09-01,ZAR,14.851918947129022
2019-10-01,ZAR,14.910526980524478
2019-11-01,ZAR,14.79870573679606
2019-12-01,ZAR,14.409676811911844
2020-01-01,ZAR,14.35927088364311
2020-02-01,ZAR,14.997323083877564
2020-03-01,ZAR,16.60867305235429
2020-04-01,ZAR,18.524806369434703
2020-05-01,ZAR,18.182627360026043
2020-06-01,ZAR,17.108713670210406
2020-07-01,ZAR,16.756181136421535
2020-08-01,ZAR,17.238825752621604
2020-09-01,ZAR,16.718121181834828
2020-10-01,ZAR,16.449004086581144
2020-11-01,ZAR,15.539817492167154
2020-12-01,ZAR,14.889127441074537
2021-01-01,ZAR,15.074235779898506
2021-02-01,ZAR,14.750654077529907
2021-03-01,ZAR,14.972256577533225
2021-04-01,ZAR,14.409352692690762
2021-05-01,ZAR,14.06960764385405
2021-06-01,ZAR,13.895630489696156
2021-07-01,ZAR,14.480425401167436
2021-08-01,ZAR,14.76002550125122
2021-09-01,ZAR,14.539491913535379
2021-10-01,ZAR,14.832861446198963
2021-11-01,ZAR,15.485153675079346
2021-12-01,ZAR,15.845161728236986
2022-01-01,ZAR,15.485313279288155
2022-02-01,ZAR,15.207720947265624
2022-03-01,ZAR,14.962652662526006
2022-04-01,ZAR,14.96647716703869
2022-05-01,ZAR,15.880011298439719
2022-06-01,ZAR,15.774872606450861
2022-07-01,ZAR,16.805876958937873
2022-08-01,ZAR,16.667338412740957
2022-09-01,ZAR,17.526283610950816
2022-10-01,ZAR,18.062031791323708
2022-11-01,ZAR,17.49389041553844
2022-12-01,ZAR,17.246472532098945
2023-01-01,ZAR,17.026025772094727
2023-02-01,ZAR,17.838816356658935
2023-03-01,ZAR,18.247003140656844
2023-04-01,ZAR,18.14311017990112
2023-05-01,ZAR,18.97535572881284
2023-06-01,ZAR,18.736483400518242
2023-07-01,ZAR,18.18987882704962
2023-08-01,ZAR,18.720864752064582
2023-09-01,ZAR,18.9651422954741
2023-10-01,ZAR,19.02901805530895
2023-11-01,ZAR,18.51478082483465
2023-12-01,ZAR,18.613678069341752
2024-01-01,ZAR,18.740895561549973
2024-02-01,ZAR,18.96513475690569
2024-03-01,ZAR,18.847563879830496
2024-04-01,ZAR,18.870506373318758
2024-05-01,ZAR,18.39719249891198
2024-06-01,ZAR,18.409926223754884
2024-07-01,ZAR,18.22382512299911
2024-08-01,ZAR,18.045823097229004
2024-09-01,ZAR,17.60869870867048
2024-10-01,ZAR,17.55606460571289
2024-11-01,ZAR,17.735225995381672
2024-12-01,ZAR,18.200034748424184
2025-01-01,ZAR,18.446118744936857
2025-02-01,ZAR,18.48527545928955
2025-03-01,ZAR,18.27413014003209
2025-04-01,ZAR,18.90795154571533
2025-05-01,ZAR,18.12272357940674
2025-06-01,ZAR,17.83015995933896
2025-07-01,ZAR,17.73530570320461
2025-08-01,ZAR,17.710791905721027
2025-09-01,ZAR,17.4430814222856
2025-10-01,ZAR,17.270169050797172
2025-11-01,ZAR,17.296453714370728
2014-01-01,ZMW,5.491804330245309
2014-02-01,ZMW,5.651694965362549
2014-03-01,ZMW,6.037552402133033
2014-04-01,ZMW,6.156377272172407
2014-05-01,ZMW,6.5898590738123115
2014-06-01,ZMW,6.313485713232131
2014-07-01,ZMW,6.121026080587636
2014-08-01,ZMW,6.079428627377465
2014-09-01,ZMW,6.114518165588379
2014-10-01,ZMW,6.292534703793733
2014-11-01,ZMW,6.311935019493103
2014-12-01,ZMW,6.302504394365394
2015-01-01,ZMW,6.43649545582858
2015-02-01,ZMW,6.705205011367798
2015-03-01,ZMW,7.283118182962591
2015-04-01,ZMW,7.36366360837763
2015-05-01,ZMW,7.22894287109375
2015-06-01,ZMW,7.278859095139937
2015-07-01,ZMW,7.618495671645455
2015-08-01,ZMW,7.977828570774624
2015-09-01,ZMW,10.064663670279764
2015-10-01,ZMW,11.97327271374789
2015-11-01,ZMW,12.279571396963936
2015-12-01,ZMW,10.75786951313848
2016-01-01,ZMW,11.070857093447732
2016-02-01,ZMW,11.283523832048688
2016-03-01,ZMW,11.29808699566385
2016-04-01,ZMW,9.776490393139067
2016-05-01,ZMW,9.9675818790089
2016-06-01,ZMW,10.690590901808305
2016-07-01,ZMW,9.830404735746837
2016-08-01,ZMW,10.02275218134341
2016-09-01,ZMW,9.918559074401855
2016-10-01,ZMW,9.861723899841309
2016-11-01,ZMW,9.786686463789506
2016-12-01,ZMW,9.793672691692006
2017-01-01,ZMW,9.881672729145397
2017-02-01,ZMW,9.734570074081422
2017-03-01,ZMW,9.549091339111328
2017-04-01,ZMW,9.412104988098145
2017-05-01,ZMW,9.215082624684209
2017-06-01,ZMW,9.194968136874111
2017-07-01,ZMW,8.886705017089843
2017-08-01,ZMW,8.955273918483568
2017-09-01,ZMW,9.34580475943429
2017-10-01,ZMW,9.715795473618941
2017-11-01,ZMW,9.992947760082426
2017-12-01,ZMW,9.96625704992385
2018-01-01,ZMW,9.808952290078867
2018-02-01,ZMW,9.763840007781983
2018-03-01,ZMW,9.584404511885209
2018-04-01,ZMW,9.477519035339355
2018-05-01,ZMW,10.069700075232465
2018-06-01,ZMW,10.03779529389881
2018-07-01,ZMW,9.870559128847988
2018-08-01,ZMW,10.062665358833645
2018-09-01,ZMW,10.854300022125244
2018-10-01,ZMW,11.869869646818742
2018-11-01,ZMW,11.818454525687478
2018-12-01,ZMW,11.90376190912156
2019-01-01,ZMW,11.91856512816056
2019-02-01,ZMW,11.89229998588562
2019-03-01,ZMW,12.00885718209403
2019-04-01,ZMW,12.262727303938432
2019-05-01,ZMW,13.128363565965133
2019-06-01,ZMW,13.03780002593994
2019-07-01,ZMW,12.723478358724844
2019-08-01,ZMW,13.003227407282049
2019-09-01,ZMW,13.127857208251953
2019-10-01,ZMW,13.138338171917459
2019-11-01,ZMW,13.882256553286599
2019-12-01,ZMW,14.319934801621871
2020-01-01,ZMW,14.325287072554879
2020-02-01,ZMW,14.63728837966919
2020-03-01,ZMW,16.253587679429486
2020-04-01,ZMW,18.527178330854937
2020-05-01,ZMW,18.203829629080637
2020-06-01,ZMW,18.078624291853473
2020-07-01,ZMW,18.082447383714758
2020-08-01,ZMW,18.658298038301012
2020-09-01,ZMW,19.78305149078369
2020-10-01,ZMW,20.136947891928934
2020-11-01,ZMW,20.790183203560964
2020-12-01,ZMW,21.050977458124574
2021-01-01,ZMW,21.25071362086705
2021-02-01,ZMW,21.551368045806885
2021-03-01,ZMW,21.936162865680195
2021-04-01,ZMW,22.133073113181375
2021-05-01,ZMW,22.37955765497117
2021-06-01,ZMW,22.532944852655586
2021-07-01,ZMW,21.873471866954457
2021-08-01,ZMW,18.247806895862926
2021-09-01,ZMW,16.28961771184748
2021-10-01,ZMW,16.979754220871698
2021-11-01,ZMW,17.47825561870228
2021-12-01,ZMW,16.76269999794338
2022-01-01,ZMW,17.140436535789853
2022-02-01,ZMW,18.055584526062013
2022-03-01,ZMW,17.862947961558465
2022-04-01,ZMW,17.378167651948473
2022-05-01,ZMW,17.013100624084473
2022-06-01,ZMW,16.967211203141645
2022-07-01,ZMW,16.42361323038737
2022-08-01,ZMW,16.069892551587976
2022-09-01,ZMW,15.530949505892666
2022-10-01,ZMW,15.861677487691244
2022-11-01,ZMW,16.46075543490323
2022-12-01,ZMW,17.534209164706144
2023-01-01,ZMW,18.419085242531516
2023-02-01,ZMW,19.302770328521728
2023-03-01,ZMW,20.48197837497877
2023-04-01,ZMW,18.669904899597167
2023-05-01,ZMW,18.471716092980426
2023-06-01,ZMW,18.725394682450727
2023-07-01,ZMW,18.44308062962123
2023-08-01,ZMW,19.344775324282438
2023-09-01,ZMW,20.647652398972284
2023-10-01,ZMW,21.43217945098877
2023-11-01,ZMW,22.843392025340687
2023-12-01,ZMW,24.670227595738
2024-01-01,ZMW,26.207078602003016
2024-02-01,ZMW,25.276187442597887
2024-03-01,ZMW,24.817729314168293
2024-04-01,ZMW,25.257961359891024
2024-05-01,ZMW,26.469961581022844
2024-06-01,ZMW,25.94491844177246
2024-07-01,ZMW,25.3061291238536
2024-08-01,ZMW,25.980258681557395
2024-09-01,ZMW,26.30817495073591
2024-10-01,ZMW,26.449689284614895
2024-11-01,ZMW,27.237777165004186
2024-12-01,ZMW,27.428343079306863
2025-01-01,ZMW,27.787750937721945
2025-02-01,ZMW,28.07926826477051
2025-03-01,ZMW,28.61460204351516
2025-04-01,ZMW,28.076953601837157
2025-05-01,ZMW,26.96255519173362
2025-06-01,ZMW,24.5556397210984
2025-07-01,ZMW,23.436488441798996
2025-08-01,ZMW,23.080309640793573
2025-09-01,ZMW,23.670284791426226
2025-10-01,ZMW,22.789420998614766
2025-11-01,ZMW,22.3866229057312
